round,val_loss,val_acc,test_loss,test_acc
606,2.8416,0.4056,2.8232,0.4180
607,2.8662,0.4038,2.8266,0.4165
608,2.8432,0.4006,2.8027,0.4219
609,2.7876,0.4050,2.7579,0.4268
610,2.8774,0.4016,2.7992,0.4255
611,2.8462,0.4016,2.8075,0.4200
612,2.7874,0.4020,2.7854,0.4220
613,2.8096,0.4090,2.7883,0.4210
614,2.8454,0.4038,2.8002,0.4184
615,2.8550,0.4010,2.8182,0.4190
616,2.8814,0.3982,2.7996,0.4277
617,2.8305,0.3994,2.7842,0.4217
618,2.7987,0.4100,2.7590,0.4250
619,2.8179,0.4014,2.7900,0.4223
620,2.8950,0.4076,2.8307,0.4233
621,2.8602,0.4010,2.8485,0.4200
622,2.8568,0.4056,2.8184,0.4243
623,2.8114,0.3988,2.7905,0.4225
624,2.8619,0.4028,2.8443,0.4232
625,2.8993,0.4044,2.8397,0.4218
626,2.8521,0.3970,2.8227,0.4203
627,2.8194,0.3994,2.7814,0.4265
628,2.8690,0.3982,2.8514,0.4267
629,2.8872,0.4016,2.8447,0.4247
